ExtractDate,Id,Name,Contact,Venue,Cost,Eligibility,CoordinateReferenceSystem,GeoX,GeoY
05/06/2014,iYHLcMaLw38,Breastfeeding Group at Ockment Centre,okehamptonchildrenscentre@barnardos.org.uk,"Kes Room
Ockment Centre, North Street
Okehampton
Devon
EX20 1AR",Free.,up to 5 years ,WGS84,-4.00181,50.74074
05/06/2014,N4yn4ZqaqAc,Breastfeeding Peer Support Training,cvcc@actionforchildren.org.uk,"Clyst Vale Children's Centre
Within the grounds of Clyst St Mary Primary School
Clyst St Mary
Exeter
Devon
EX5 1BG",Free,,WGS84,-3.45393,50.70942
05/06/2014,Vguu0CqF0mg,Breastfeeding Peer Support Training at Tavistock Area Children's Centre,tavistockchildrenscentre@barnardos.org.uk,"Tavistock Area Children's Centre
Abbey Rise
TAVISTOCK
DEVON
PL19 9FD",Free.,up to 5 years ,WGS84,-4.1459,50.5458
05/06/2014,I6bSou8kXIk,Breastfeeding Support at Totnes Children's Centre,totnescc@actionforchildren.org.uk,"Totnes Children's Centre
Pathfields
TOTNES
DEVON
TQ9 5TZ",Free.,up to 1 years ,WGS84,-3.67761,50.42903
05/06/2014,MFv3YReipjk,Breastfeeding Support Group at Forches Children's Centre,"Pippa Bassett
Administrator
01271 321411
barnstaple.cc@actionforchildren.org.uk","Forches Cross Primary School
Forches Avenue
Forches
BARNSTAPLE
DEVON
EX32 8EF",Free.,up to 5 years 9 months ,WGS84,-4.03936,51.07705
05/06/2014,GVq0p5wOJkw,Breastfeeding Support Group at Holsworthy Area Children's Centre,hacc@actionforchildren.org.uk,"Holsworthy Area Children's Centre
Great Oak Meadow
HOLSWORTHY
DEVON
EX22 6EX",Free.,up to 5 years ,WGS84,-4.35505,50.81345
05/06/2014,bVjhvvMWH8Q,Breastfeeding Support Group at My Start Children's Centre,ssccnd@actionforchildren.org.uk,"My Start Children's Centre
Marlborough Road
ILFRACOMBE
DEVON
EX34 8JL",Free.,up to 1 years ,WGS84,-4.12252,51.20501
05/06/2014,bGDq36ni1_8,Breastfeeding Support Group at South Molton Methodist Church,"Sharon Davidson
Early Years Support Worker
01769 579615
south.moltoncc@actionforchildren.org.uk","Methodist Church Hall
North Street
SOUTH MOLTON
Devon
EX36 3AW",Free.,up to 5 years ,WGS84,-3.83237,51.01934
05/06/2014,8yZLYBMEGt0,Breath of Fresh Air Holiday Club,sarah@srs-training.co.uk,"Pease Park
Staverton
TOTNES
DEVON
TQ9 6AR","£18.00 half day up to £40.00 per day depending on activity.
Employer Childcare Vouchers can be accepted.",from 4 years  up to 18 years ,WGS84,-3.70065,50.47562
05/06/2014,H0FnGfexb4E,Breath of Fresh Air Weekend Club,sarah@srs-training.co.uk,"Pease Park
Staverton
TOTNES
DEVON
TQ9 6AR",£23.00 Per session,from 4 years  up to 18 years ,WGS84,-3.70065,50.47562
05/06/2014,jPwmKOr3ZBs,Breathe Easy - East Devon,"Mrs Kate Hill
Secretary
01392 437814
kate@exwick2.eclipse.co.uk","Clyst St George
Village Hall
Clyst St George
Exeter
Devon
EX4 2AS",Free.,,WGS84,-3.54875,50.7304
05/06/2014,3MQ47Nhw15k,Breathe Easy Support Group - Blackdown Hills,"Mrs Anita Grimward
Secretary
01404 891707
kgrimward101@btinternet.com","Village Hall
Dunkeswell
Honiton
Devon
EX14 4RE",,,WGS84,-3.22326,50.86077
05/06/2014,C93UZrQ-ymA,Breathe Easy Support Group - North Devon,"Mrs. Monica Pennington
Organiser","Springfield Centre
Chanters Road
Bideford
Devon
EX39 2QZ",Contact us for details.,,WGS84,-4.21112,51.02649
05/06/2014,tzgeytOC6n0,Breathe Easy Support Group - South West Devon,"Anne Miskelly
Secretary
01752 220919",,Free.,,WGS84,0,0
05/06/2014,BmavYHnFg3k,Breathe Easy Support Group - Teignmouth,"Mr. John Limbrick
Secretary","Baptist Church Hall
Fore Street
Teignmouth
Devon
TQ14 8DZ",Contact us for details,,WGS84,-3.49737,50.54665
05/06/2014,1-5sqI1PIg0,Breathing Space at Exeter,info@stringofpearlsproject.org.uk,"St Sidwells Centre
Sidwell Street
EXETER
DEVON
EX4 6NN",,up to 19 years ,WGS84,-3.52564,50.72637
05/06/2014,jz-eDFoGbXA,Breathing Space at Honiton,info@stringofpearlsproject.org.uk,"The Kings Centre
Lees Buildings, High Street
HONITON
DEVON
EX14 1DH",,up to 19 years ,WGS84,-3.19268,50.79797
05/06/2014,9ul9NOKOESY,Breathing Space for Health and Happiness,"Susan Pryke
Owner","41A Rolle Street
Exmouth
Devon
EX8 2SN",Contact us for details.,,WGS84,-3.41214,50.61864
05/06/2014,sfw2ZUlKGkM,Brenda Barner,barner.brenda@googlemail.com,"27 Heraldry Way
Clyst Heath
Exeter
Devon
EX2 7QG",Employer Childcare Vouchers can be accepted.,from 1 months  up to 8 years ,WGS84,-3.47925,50.71512
05/06/2014,bNYVHgVEOWM,Brenda Barton,,"Old Vicarage
Broadwoodwidger
Lifton
Devon
PL16 0EP",Employer childcare vouchers can be accepted.,from 3 months  up to 16 years ,WGS84,-4.24664,50.68356
05/06/2014,jKk9nUEX8uA,Brenda Boston,thebostons2@tiscali.co.uk,"2 Lady Meadow Terrace
Widecombe-in-the-Moor
Newton Abbot
Devon","Snacks included in fees. Additional charge applies for meals, or extra travelling.",from 4 years 6 months  up to 11 years ,WGS84,0,0
05/06/2014,GDDiS3kHOtE,Brenda Bourne (Specialist Childminder),brendambourne@aol.com,"Mayville
Fairplace
Okehampton
Devon
EX20 1DN","Early Years Entitlement can be used for 3 and 4 year olds.
Funded places available for 2 year olds who qualify under the 2gether scheme.
Employer Childcare Vouchers can be accepted.",from 4 months  up to 11 years ,WGS84,-4.00197,50.73776
05/06/2014,rvlUaDc92Z4,Brenda Heale,b.hill740@btinternet.com,"117 Churchfields Drive
Bovey Tracey
Newton Abbot
Devon","Costs on Application.
Employer Childcare Vouchers can be accepted.",from 3 months  up to 11 years ,WGS84,0,0
05/06/2014,fRbX4Ah38XU,Brenda Yeo: Piano/Keyboard Teacher,"Brenda Yeo, LTSC, ATSC
Music Teacher
01822 820421",,Contact us for details.,,WGS84,0,0
05/06/2014,R763RFINoH4,Brendon And Countisbury Parish Council,,,,,WGS84,0,0
05/06/2014,4lDnvX4J_Hs,Brendon Hills Surgery,,"Torre
Washford
Watchet
Somerset
TA23 0LA",,,WGS84,-3.36486,51.15145
05/06/2014,33C56lI_huc,Brendon Hills Surgery,reception@brendonhillssurgery.nhs.uk,"Torre Washford Watchet Somerset
TA23 0LA",,,WGS84,-3.36486,51.15145
05/06/2014,yP8ieAWMtLs,Brendon Village Hall,"Mrs. S Adams
Secretary","Village Hall
Brendon
Lynton
Devon
EX35 6LH",£35 per day (pro-rata for part days),,WGS84,-3.80289,51.20799
05/06/2014,dYidL6Y5L2o,Brendoncare Woodhayes,jslater@brendoncare.org.uk,"36-40
St Leonards Road
Exeter
Devon
EX2 4LR",,,WGS84,-3.52041,50.71897
05/06/2014,cEEsbCgtKp8,BRENNAN N,,"06-Jul
Queen Street Barnstaple Devon
EX32 8HY",,,WGS84,-4.05718,51.08017
05/06/2014,QwhelZUkUt8,Brent Area Medical Centre,,"Anvil House
Brent Road
East Brent
Highbridge
Somerset
TA9 4JD",,,WGS84,-2.93722,51.26338
05/06/2014,Tt0u8Qk88iY,Brentor Community Trust,"Rick Blower
Trustee","Cloberry Cottage
Brentor
Tavistock
Devon
PL19 0NG",Contact us for details,,WGS84,-4.15856,50.61291
05/06/2014,fwk9yN9x1n8,Brentor News,"Rick Blower
Editor","Cloberry Cottage
Brentor
Tavistock
Devon
PL19 0NG",Contact us for details,,WGS84,-4.15856,50.61291
05/06/2014,CApxECI-vtc,Brentor Parish Council,"Mrs Kathy Palfrey
Parish Clerk
01822 610050
brentorpc@yahoo.co.uk","Brentor Parish Council
4 Garden Mews
Garden Lane
Tavistock
PL19 8FG",,,WGS84,-4.14629,50.54941
05/06/2014,eAyWxitviEQ,Brewer Harding and Rowe Solicitors at Barnstaple,lawyers@brewerhardingrowe.com,"1
The Square
BARNSTAPLE
DEVON
EX32 8LS",£174 - £198 per hour.,up to 99 years ,WGS84,-4.05793,51.078
05/06/2014,YxgjkcqRSxk,Brewer Harding and Rowe Solicitors at Bideford,lawyers@brewerhardingrowe.co.uk,"29
Bridgeland Street
BIDEFORD
DEVON
EX39 2PT",£174 - £198 per hour.,up to 99 years ,WGS84,-4.205,51.01968
05/06/2014,9aiGw8jbEF8,Brewer Harding and Rowe Solicitors at Braunton,lawyers@brewerhardingrowe.co.uk,"2
Caen Shopping Centre
BRAUNTON
DEVON
EX33 1EE",£174 - £198 per hour.,up to 99 years ,WGS84,-4.16416,51.10829
05/06/2014,9RbvKWAtK-M,Brewer Harding and Rowe Solicitors at Ilfracombe,lawyers@brewerhardingrowe.co.uk,"6-9 Market Square
ILFRACOMBE
DEVON
EX34 9AX",£174 - £198 per hour.,up to 99 years ,WGS84,-4.12223,51.20883
05/06/2014,o2bmd5UA1x0,Brian Carlson: Speaker,"Mr. Brian Carlson

bc44467@gmail.com","Little Gables
Gables Road
Willand
Cullompton
Devon
EX15 2PL",£20 plus 30p per mile.,,WGS84,-3.37403,50.88895
05/06/2014,gVUWkW9r8AY,Brian Cole: RNLI Speaker,"Brian Cole
RNLI Volunteer Presenter
01395 274328
thecolehole@uwclub.net",,Donation to RNLI Exmouth.,,WGS84,0,0
05/06/2014,tfFkYUVIZE8,Brian Parnell - Dental Surgery,,"71
St Thomas Street
Weymouth
Dorset
DT4 8EL",,,WGS84,-2.45499,50.60955
05/06/2014,68VMDSTrkKI,Brian Portch:Speaker,"Brian Portch

briancportch@hotmail.com",,Contact us for details,,WGS84,0,0
05/06/2014,hJSYoHhKW8c,Briarcroft Care Home,manager@briarcroftcarehome.co.uk,"Briarcroft
Dawlish Road
Teignmouth
Devon
TQ14 8TG",,,WGS84,-3.4904,50.5548
05/06/2014,OH5yIQr7N3k,Bridestowe Book Club,Cynthia Higbee,"Bridestowe Village Hall
Bridestowe
Okehampton
Devon
EX20 4EG",Membership: £1 per month,,WGS84,-4.10616,50.68445
05/06/2014,Tm3IPpw2CB4,Bridestowe Cricket Club,jeanatwoodleigh@gmail.com,"Millaton Ground
Bridestowe
OKEHAMPTON
DEVON
EX20 4EQ",,from 10 years  up to 99 years ,WGS84,-4.10613,50.68376
05/06/2014,xKl4o0rJivg,Bridestowe Garden Club,"Cynthia Higbee
Secretary","Methodist Church Hall
Bridestowe
Okehampton
Devon
EX20 4EJ",Annual membership: £7 or £2 per visit.,,WGS84,-4.10522,50.68367
05/06/2014,KRlH4xJlEAc,Bridestowe Parish Council,,,,,WGS84,0,0
05/06/2014,TJZZRV6iBrM,Bridestowe Primary School,admin@bridestowe-primary.devon.sch.uk,"Bridestowe Primary School
Fore Street
Bridestowe
OKEHAMPTON
DEVON
EX20 4EL",,from 4 years  up to 11 years ,WGS84,-4.10517,50.68486
05/06/2014,n4sr143ZgTo,Bridestowe Scout Group,,"Bridestowe Village Hall
Pool Hill
Bridestowe
OKEHAMPTON
DEVON
EX20 4EG",,from 6 years  up to 24 years ,WGS84,-4.10616,50.68445
05/06/2014,o8PToXHtjYs,Bridford Parish Council,"Joan Banks
Clerk to Bridford Parish Council
01647 252805
bridfordpc@btopenworld.com","Bridford Village Hall
Bridford
Exeter
Devon",,,WGS84,0,0
05/06/2014,e3g8IiOWm9o,Bridford Village Cricket Club,,"Bridford Inn
Bridford
Exeter
Devon
EX6 7HT",Contact us for details,,WGS84,-3.67781,50.6642
05/06/2014,1XkqcfVP5os,Bridford Village Website,Jarrod Poynton,,,,WGS84,0,0
05/06/2014,PGZqyCXJP04,Bridge 0 - 5 Kids Club - Parent and Toddler Group,deerleap.cox@googlemail.com,"Umberleigh Christian Fellowship
The Bridge
UMBERLEIGH
DEVON
EX37 9HY",0-1 year: £1. 1 year and above: £2.50. Family: £3.,up to 5 years ,WGS84,-4.00861,50.98907
05/06/2014,Hdrb_lL24nk,Bridge Building Basketball Exmouth / Exmouth Jesters,chris.davy@hotmail.co.uk,"Exmouth Community College
Gipsy Lane
EXMOUTH
DEVON
EX8 3AF",£2 per session.,from 8 years  up to 70 years ,WGS84,-3.40622,50.62716
05/06/2014,rBePTtlTou8,The Bridge Collective,"01392 433358
bridgecollective@hotmail.co.uk","Unit 4, King Street Business Centre
7-9 King Street
Exeter
Devon
EX1 1BQ","Free (for some groups or activities, travel and lunch money needed).",,WGS84,-3.53351,50.72053
05/06/2014,scYs7ZpWq28,Bridge House (Somerset),,"2
Bridgwater Road
Taunton
Somerset
TA1 2DS",,,WGS84,-3.07297,51.0194
05/06/2014,nrl6w6BS_9A,The Bridge Project,"Glenn Miller
Project Officer
01271 322013
07540 122721
01271 373497
glenn.miller@westcountryha.org.uk",EX32 8JJ,,,WGS84,-4.05449,51.07826
05/06/2014,mMGMmFq7IqY,Bridge Street Dental Centre,,"47
Bridge Street
Taunton
Somerset
TA1 1TP",,,WGS84,-3.10574,51.01879
05/06/2014,RjOU8JGr7R4,Bridge Street Play Area,,"Bridge Street Play Area
Bridge Street
Hatherleigh
OKEHAMPTON
DEVON
EX20 3HY",Free.,from 4 years  up to 12 years ,WGS84,-4.0722,50.82048
05/06/2014,TvBlJAbEfRo,Bridgeland Care Limited (Carewatch North Devon & Torridge),support@carewatch.co.uk,"33
Bridgeland Street
Bideford
Devon
EX39 2PS",,,WGS84,-4.20481,51.01973
05/06/2014,3_WXjDNa8vc,Bridgerule Church of England Primary School,admin@bridgerule.devon.sch.uk,"Bridgerule C Of E VC Primary School
Bridgerule
HOLSWORTHY
DEVON
EX22 7EN",,from 4 years  up to 11 years ,WGS84,-4.44715,50.79943
05/06/2014,y4o2EMMlZE0,Bridgerule Early Years,bradfordpsn@aol.com,"Bridgerule C of E VC Primary School
Bridgerule
HOLSWORTHY
Devon
EX22 7EN","Early Years Entitlement can be used for 3 and 4 year olds.
Funded places available for 2 year olds who qualify under the 2gether scheme.",from 2 years  up to 5 years ,WGS84,-4.44715,50.79943
05/06/2014,EuC72Xhwst0,Bridgerule Parish Council,"Mrs Maureen Fenner
Parish Clerk
01288 381762
bridgerulecouncil.fenner@uwclub.net","Bridgerule Parish Council
44 Southfields
Bridgerule
EX22 7DX",,,WGS84,-4.45523,50.79815
05/06/2014,47jXkPmYsJY,Bridgerule Parish Hall,"Mrs S Cholwill
Booking Clark
01288 381350
abbottgj@aol.com","Bridgerule Parish Hall
The Green
Bridgerule
Holsworthy
Devon
EX22 7DY",Local residents £15.00 evening/£20 day.,,WGS84,-4.45326,50.79847
05/06/2014,wuNbVHpPVy4,Bridges Dental Practice,,"23
Gloucester Street
Weymouth
Dorset
DT4 7AW",,,WGS84,-2.45547,50.61316
05/06/2014,PBLZl7J35Y4,The Bridges Medical Practice,,"26
Commercial Road
Weymouth
Dorset
DT4 7DW",,,WGS84,-2.456,50.61404
05/06/2014,1J2wO0pgpfY,Bridget Ardill Holistic Therapist,bridget.ardill@btopenworld.com,"Greenhill Farm
Middle Marwood
BARNSTAPLE
DEVON
EX31 4EG",£30 per hour.,up to 99 years ,WGS84,-4.09114,51.12868
05/06/2014,fAiLAMYZyrI,Bridgetown Alive,"Tanya Vickers
Co-ordinator
01803 840922
tanyavickers@yahoo.com",,Contact us for details.,,WGS84,0,0
05/06/2014,c6Ddncedn-U,Bridgette Drake,jenny@drakesmontessori.co.uk,"19 Drakes Avenue
Withycombe
EXMOUTH
Devon
EX8 4AB",,,WGS84,-3.38873,50.62628
05/06/2014,sXEooJL8H5U,Bridgwater Community Hospital,,"Bower Lane
Bridgwater
Somerset
TA6 4GU",,,WGS84,0,0
05/06/2014,T5BXkSw_aJk,Bridgwater Community Hospital,,"Bower Lane
Bridgwater
Somerset
TA6 4GU",,,WGS84,0,0
05/06/2014,PocyR0dxUVQ,Bridgwater Court,,"42
Market Street
Bridgwater
Somerset
TA6 3EP",,,WGS84,-3.00747,51.12844
05/06/2014,uU97vFkJnnA,Bridport Community Hospital,,"Hospital Lane
West Allington
Bridport
Dorset
DT6 5DR",,,WGS84,-2.76993,50.7416
05/06/2014,t87ykLDPBwA,The Bridport Medical Centre 1,,"The Bridport Medical Centre
West Allington
Bridport
Dorset
DT6 5BN",,,WGS84,-2.76798,50.73422
05/06/2014,r-00arsgx8c,Bridport Medical Centre-Dr Skellern and Partners,,"West Allington BRIDPORT Dorset
DT6 5BN",,,WGS84,-2.76798,50.73422
05/06/2014,j3C4L-hipWs,Bridport Medical Centre-Dr Wilson & Partners,,"West Allington BRIDPORT Dorset
DT6 5BN",,,WGS84,-2.76798,50.73422
05/06/2014,GKN3fmIX9nA,Bridport Mobility,The Pharmacist,"55
East Street
Bridport
Dorset
DT6 3JX",Contact us for details,,WGS84,-2.75605,50.73349
05/06/2014,k6Zt78IEPYk,Brigette Buckland (First Steps Childcare),,"57 Abbotsham Road
Bideford
Devon
EX39 3AQ","Early Years Entitlement can be used for 3 and 4 year olds. Funded places available for 2 year olds who qualify under the 2gether scheme.
Employer Childcare Vouchers can be accepted.",from 3 months  up to 8 years ,WGS84,-4.21458,51.01687
05/06/2014,CzKwG0BtO9w,Bright Futures - A Devon Young Carer's Project,"Georgie Fiddian
Transitions Worker for North Devon and Torridge
01237 479380
07855 235550
Georgina.Fiddian@carewise.org.uk","TTVS
14 Bridgeland Street
Bideford
Devon
EX39 2QE",Free.,from 14 years  up to 24 years ,WGS84,-4.20642,51.01967
05/06/2014,VtIjxVu4Ldo,Bright Lights and Bright Nights,info@medtheatre.co.uk,"Med Theatre
New Street
Moretonhampstead
NEWTON ABBOT
DEVON
TQ13 8PE",Free.,from 8 years  up to 12 years ,WGS84,-3.76565,50.66097
05/06/2014,dGozzqq5LGc,Bright Start Chivenor Creche,,"Royal Marines Barracks
Chivenor
Barnstaple
Devon
EX31 4AZ",,from 6 months  up to 5 years ,WGS84,-4.14134,51.09305
05/06/2014,1j3Lkb9jiyQ,Bright Start Nursery,brightstartnurserychivenor@gmail.com,"Hawk House
Royal Marines Barracks
Chivenor
Barnstaple
Devon
EX31 4AZ","Funded places available for 2 year olds who qualify under the 2gether scheme.
Employer Childcare Vouchers can be accepted.",from 1 years 6 months  up to 3 years ,WGS84,-4.14134,51.09305
05/06/2014,6_qhGLbzNzY,Bright Start Pre-School Chivenor,,"Royal Marines Barracks
Chivenor
Barnstaple
Devon
EX31 4AZ",Early Years Entitlement can be used for 3 and 4 year olds.,from 3 years  up to 5 years ,WGS84,-4.14134,51.09305
05/06/2014,Wf6o736ly5Q,The Brightside Club,"Mrs. J. Elworthy
Co-ordinator Brightside Club
01823 680687
brightside@bhlac.org.uk","The Blackdown Healthy Living Centre
Riverside
Hemyock
Cullompton
Devon
EX15 3SH",Minimum costs,,WGS84,-3.22474,50.91835
05/06/2014,9jSfg0Czzow,Brimley,admin@roc-uk.org,"1
Read Close
Exmouth
Devon
EX8 4NP",,,WGS84,-3.39932,50.63215
05/06/2014,gojmQRb251Y,Brimley Post Office and General Stores - Home Delivery Service,"Mrs. Marion Wills
Manager
01626 833215","Brimley Post Office and General Stores
Brimley
Bovey Tracey
Newton Abbot
Devon
TQ13 9BZ",,up to 99 years ,WGS84,-3.68087,50.58389
05/06/2014,t8w2bFnFTw0,Bristol Channel Pilot Cutter Trust,"John Hepburn
Mate
01752 863764
07974 213301
mewstone.enterprises@gmail.com","Mayflower Marina
Richmond Walk
Plymouth
Devon
PL1 4LS",,,WGS84,-4.16718,50.36472
05/06/2014,xJuOMX2iJLE,British Acupuncture Council - Devon,"Robin Costello DipAc.MBAcC
Regional Co-ordinator","Duryard Valley Clinic
5 High Croft
Exeter
Devon
EX4 4JQ",,,WGS84,-3.54059,50.73854
05/06/2014,mnjJqCA4YPU,British Cactus and Succulent Society - Exeter and District Branch,"Mr Ian Woolnough
Secretary
01392 422147
ian.woolnough@landmark.co.uk","Woodbury Primary School
School Hill
Woodbury
Exeter
Devon
EX5 1NB",,,WGS84,-3.39979,50.67674
05/06/2014,UbL1P9KJAt8,British Cactus and Succulent Society - North Devon Branch,"Mr Andre Beauchamp
Secretary
01271 344473
andybo@tiscali.co.uk","Landkey Village Hall
Landkey
Barnstaple
Devon
EX32 0HF",,,WGS84,-4.00704,51.06245
05/06/2014,ZkpsVU3lL0o,British Chelonia Group,"R P Langton (RAF Retd Wg Cdr)

bob.langton@tesco.net",,Annual membership: from £14,,WGS84,0,0
05/06/2014,NjMuxzrtnFk,British Epilepsy Association - Exeter Branch,"Mrs. Heather Holmes
Secretary","Palace Gate Centre
South Street
Exeter
Devon
EX1 1JA",Contact us for details,,WGS84,-3.52996,50.7211
05/06/2014,1olpZQM8mRQ,British Gas - Help with Energy Costs,British Gas,"South West Water
Worthing
BN11 9NT",,,WGS84,-0.37096,50.81412
05/06/2014,Ae5ErG3g02s,British Heart Foundation - Barnstaple,"Mrs. S Rawle
Organiser
01598 763202","Jims
Parracombe
Barnstaple
Devon
EX31 4RG",Contact us for details,,WGS84,-3.89584,51.19338
05/06/2014,Dlb0Apmy80M,British Heart Foundation - Exeter and District Branch,Mr. David Eldridge (Chairman),"Silverton
Exeter
Devon
EX5 4HS",Contact us for details,,WGS84,-3.48139,50.81535
05/06/2014,aDb6rYUz5-E,British Heart Foundation - Honiton & District,"Mr. John Lawrance
Chairman
01404 41412
john-lawrence@lineone.net",,Contact us for details,,WGS84,0,0
05/06/2014,gYDUgtFyTb0,British Kenpo Karate Union (BKKU),info@bkku.com,"16
York Road
EXETER
DEVON
EX4 6BA",Varies depending on classes please contact us for details.,from 4 years  up to 60 years ,WGS84,-3.5254,50.72924
05/06/2014,7SFGF39-xek,British Kenpo Karate Union - Exeter Martial Arts Studio,"Kevin Mills
Head and Senior Instructor of the British Kenpo Karate Union
0560 331 9558
www.info@bkku.com","The Martial Arts Studio
16 York Road
Exeter
Devon
EX4 6BA",£6 per session.,,WGS84,-3.5254,50.72924
05/06/2014,XOOiG2cmc50,British Korean Veterans Association,"George Stone
Honorary Secretary
01752 262921","RAFA Club/HQ
5 Ermington Terrace
Mutley
Plymouth
Devon
PL4 8HS",Annual membership: £10.,,WGS84,-4.13318,50.3788
05/06/2014,Ojj9TsxBuLw,British Naturalists' Association - Taw and Exmoor Branch,"Mr B R Sims

b.sims331@btinternet.com",,Contact us for details,,WGS84,0,0
05/06/2014,DP1SkFB_BMQ,British Red Cross - Speaker,Mrs. Diana Jones,,Free (donation accepted),,WGS84,0,0
05/06/2014,VFP0rBuiXsw,British Red Cross - Transport and Escort Service (South West),"Carole Smith
CITH Team Leader
01823 273707
carolesmith@redcross.org.uk","Red Cross House
Livingstone Way
Taunton
Somerset
TA2 6BD",Donation,,WGS84,-3.12885,51.0256
05/06/2014,OTOCUhZ9S2w,British Red Cross Devon,Claire Southwell,"Apple Lane
Sowton
Exeter
Devon
EX2 7HA",,up to 99 years ,WGS84,-3.4719,50.71394
05/06/2014,VvqV9NY4w-0,British Red Cross Devon - Fire and Emergency Support Service,"Malcolm Cook
Fire and Emergency Support Service Manager
07710 733229
01823 273714
mcook@redcross.org.uk","British Red Cross Centre
60 Crownhill Road
Crownhill
Plymouth
Devon
PL5 3AN",Free of charge,,WGS84,-4.13526,50.41037
05/06/2014,I5H0rtArwPQ,British Red Cross Devon - International Tracing and Message Service,"Ms Sara Melendro
Co-ordinator
01392 353295
smelendro@redcross.org.uk","British Red Cross Branch HQ
Bradbury House Apple Lane
Sowton Industrial Estate
Exeter
Devon
EX2 7HA",Free.,,WGS84,-3.4719,50.71394
05/06/2014,pDbCSTOAOBg,British Red Cross Devon - Medical Equipment Service - Barnstaple,Medical Equipment Service,"Fishleigh Court
Roundswell Business Park
Barnstaple
Devon
EX31 3UD",,,WGS84,-4.08817,51.06453
05/06/2014,JXZxFrp0upM,British Red Cross Devon - Medical Equipment Service - Exeter,"Mr Jason Garner
Service Manager
0845 331 3331
jgarner@redcross.org.uk","British Red Cross
Bradbury House, Apple Lane, Sowton Industial Estate
Exeter
Devon
EX2 7HA","Equipment is offered on a donation basis, a suggested amount can be given, depending on the duration of the loan.",,WGS84,-3.4719,50.71394
